醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,URL,latitude,longitude
1522011115,陽明醫院,醫院,05 -2252000,嘉義市東區吳鳳北路252號,南區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,婦產科,骨科,神經外科,泌尿科,皮膚科,神經科,精神科,復健科,急診醫學科,牙科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10020,2005/02/05,https://www.google.com/maps/place?q=嘉義市東區吳鳳北路252號,120.4509379753277,23.480475878
1522021175,盧亞人醫院,醫院,05 -2248347,嘉義市西區北杏里民權路406號,南區業務組,地區醫院,"門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查","內科,骨科,神經外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10020,2000/01/21,https://www.google.com/maps/place?q=嘉義市西區北杏里民權路406號,120.44499987532771,23.48216827
1522021237,世華醫院,慢性醫院,05 -2257525,嘉義市西區仁愛路365號,南區業務組,地區醫院,"門診診療,住院診療,成人預防保健",內科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10020,2008/01/01,https://www.google.com/maps/place?q=嘉義市西區仁愛路365號,120.4395079753276,23.4756623788
1522021264,安心醫院,醫院,05 -2353100,嘉義市西區新民路88號,南區業務組,地區醫院,"門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,星期六、日晚上休診,10020,2011/07/01,https://www.google.com/maps/place?q=嘉義市西區新民路88號,120.43108197532685,23.4535327788
1531010082,板新醫院,醫院,02 -29609955,新北市板橋區中正路189號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,神經科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,1995/03/01,https://www.google.com/maps/place?q=新北市板橋區中正路189號,121.453833675376,25.01683757782
1531010108,蕭中正醫院,醫院,02 -29685661,新北市板橋區南雅南路1段15－1，17，19號,臺北業務組,地區醫院,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,安寧居家療護(甲類),門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,婦產科,泌尿科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,1998/08/21,https://www.google.com/maps/place?q=新北市板橋區南雅南路1段15－1，17，19號,121.45418467537569,25.007189177
1531010279,板橋中興醫院,綜合醫院,02 -29590707,新北市板橋區忠孝路15號、新北市土城區中華路1段32號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,神經科,放射線科,放射腫瘤科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,1999/03/16,https://www.google.com/maps/place?q=新北市板橋區忠孝路15號、新北市土城區中華路1段32號,121.36575155989912,24.98767106
1531011310,板橋國泰醫院,醫院,02 -29583333,新北市板橋區忠孝路5，7，9，11號1－3樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,兒科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2000/01/15,https://www.google.com/maps/place?q=新北市板橋區忠孝路5，7，9，11號1－3樓,121.45735447537557,25.001930677
1531020122,宏仁醫院,醫院,02 -29784022,新北市三重區三和路2段186－196號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,定量免疫法糞便潛血檢查","內科,外科,骨科,復健科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,65000,1997/06/30,https://www.google.com/maps/place?q=新北市三重區三和路2段186－196號,121.49613707537769,25.06885287
1531021165,三重中興醫院,醫院,02 -29959680,新北市三重區中興北街21號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,神經科,復健科,職業醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2003/08/28,https://www.google.com/maps/place?q=新北市三重區中興北街21號,121.46710637537696,25.046483577
1531021174,祐民醫院,醫院,02 -29783456,新北市三重區重新路2段2、6號，地下1層至地上9層,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,65000,2006/04/01,https://www.google.com/maps/place?q=新北市三重區重新路2段2、6號，地下1層至地上9層,121.49730657537744,25.06280047
1531021183,全民醫院,醫院,02 -22821575,新北市三重區三和路4段103之2號1樓、2樓、3樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,2023/08/07,https://www.google.com/maps/place?q=新北市三重區三和路4段103之2號1樓、2樓、3樓,121.46302358061438,25.06374912
1531031278,永和復康醫院,醫院,02 -29240925,新北市永和區中和路575、577、579號1至4樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2015/11/06,https://www.google.com/maps/place?q=新北市永和區中和路575、577、579號1至4樓,121.47285690160842,25.007589475
1531040259,中祥醫院,醫院,02 -22405055,新北市中和區中山路2段138號2－4樓140號及142號,臺北業務組,地區醫院,"門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,1996/09/02,https://www.google.com/maps/place?q=新北市中和區中山路2段138號2－4樓140號及142號,121.49948287537553,25.00321867
1531041363,蕙生醫院,醫院,02 -22236339,新北市中和區中山路2段551號地下1樓至地上1至6樓,臺北業務組,地區醫院,"門診診療,住院診療,兒童預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2005/03/01,https://www.google.com/maps/place?q=新北市中和區中山路2段551號地下1樓至地上1至6樓,121.47834007537556,25.005463977
1531041390,怡和醫院,醫院,02 -22450009,新北市中和區連城路49號1至4樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查","家醫科,內科,泌尿科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2013/09/02,https://www.google.com/maps/place?q=新北市中和區連城路49號1至4樓,121.49594977537555,25.00188987
1531050077,同仁醫院,醫院,02 -29170201,新北市新店區民權路89號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,定量免疫法糞便潛血檢查","內科,外科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,1995/03/01,https://www.google.com/maps/place?q=新北市新店區民權路89號,121.53515717537478,24.98263337
1531050086,宏慈療養院,精神科醫院,02 -22151177,新北市新店區安泰路157號1、2樓,臺北業務組,地區醫院,"門診診療,住院診療,精神病患者居家照護",精神科,,星期一上午休診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,112年1／20~1／27休診,65000,1997/11/03,https://www.google.com/maps/place?q=新北市新店區安泰路157號1、2樓,121.48568607537337,24.93879687
1531051163,豐榮醫院,醫院,02 -22122111,新北市新店區安德街26巷3號B棟,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女乳房檢查,定量免疫法糞便潛血檢查","內科,外科,骨科,精神科,復健科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2018/04/13,https://www.google.com/maps/place?q=新北市新店區安德街26巷3號B棟,121.50877027537425,24.963266177
1531051172,新北仁康醫院,醫院,02 -22152345,新北市新店區安康路2段323號地上1至2樓B棟,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,骨科,神經科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2018/08/06,https://www.google.com/maps/place?q=新北市新店區安康路2段323號地上1至2樓B棟,121.49716337537384,24.955559077
1531060046,大順醫院,慢性醫院,02 -29911726,新北市新莊區中正路215號1－4樓,臺北業務組,地區醫院,"門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,晚上門診時間下午5點至9點,65000,1995/03/01,https://www.google.com/maps/place?q=新北市新莊區中正路215號1－4樓,121.42024487537549,25.0036097778
1531060073,新莊英仁醫院,慢性醫院,02 -29916363,新北市新莊區大觀街46－2號,臺北業務組,地區醫院,"門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健","不分科,內科,外科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,1995/03/01,https://www.google.com/maps/place?q=新北市新莊區大觀街46－2號,121.45122667537666,25.035769277
1531061230,益民醫院,醫院,02 -89911050,新北市新莊區中港路127號1－4樓,臺北業務組,地區醫院,"門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查",內科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,112.10.07-112.10.10休診,65000,2010/07/01,https://www.google.com/maps/place?q=新北市新莊區中港路127號1－4樓,121.45255977537666,25.0400787778
1531061249,新泰綜合醫院,醫院,02 -29962121,新北市新莊區新樹路176號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,兒科,婦產科,骨科,泌尿科,眼科,神經科,復健科,職業醫學科,急診醫學科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2022/03/01,https://www.google.com/maps/place?q=新北市新莊區新樹路176號,121.43175147537599,25.02145507
1531061258,祥顥醫院,醫院,02 -22798898,新北市新莊區思源路2號1、4、5、6樓,臺北業務組,地區醫院,"門診診療,住院診療,成人預防保健","內科,兒科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,2022/06/15,https://www.google.com/maps/place?q=新北市新莊區思源路2號1、4、5、6樓,121.45842767537671,25.038666177
1531071030,仁愛醫院,綜合醫院,02 -26834567,新北市樹林區文化街9號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,神經科,復健科,急診醫學科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2000/08/07,https://www.google.com/maps/place?q=新北市樹林區文化街9號,121.41746837537501,24.987173677
1531080226,名恩療養院,精神科醫院,02 -26701092,新北市鶯歌區鶯桃路2段62號及64號1至4樓,臺北業務組,地區醫院,"門診診療,住院診療",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,10／10國定假日休,65000,2015/11/06,https://www.google.com/maps/place?q=新北市鶯歌區鶯桃路2段62號及64號1至4樓,121.32233917537457,24.97330967
1531091149,清福醫院,醫院,02 -26739288,新北市三峽區介壽路1段286號2樓,臺北業務組,地區醫院,"門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,定量免疫法糞便潛血檢查","內科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,2021/02/01,https://www.google.com/maps/place?q=新北市三峽區介壽路1段286號2樓,121.34948788032577,24.92536968
1531101113,泓安醫院,精神科醫院,02 -26232681,新北市淡水區下圭柔山91巷2號1－4樓地下1樓,臺北業務組,地區醫院,"門診診療,住院診療",精神科,,星期一上午休診、星期二上午看診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,2003/04/15,https://www.google.com/maps/place?q=新北市淡水區下圭柔山91巷2號1－4樓地下1樓,121.44704037538212,25.208705377
1531120038,瑞芳礦工醫院,醫院,02 -24974101,新北市瑞芳區一坑路71之2號,臺北業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,血液透析,成人預防保健","內科,外科,骨科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2010/08/01,https://www.google.com/maps/place?q=新北市瑞芳區一坑路71之2號,121.79959977537877,25.108601277
1531130052,廣川醫院,醫院,02 -22617000,新北市土城區裕民路274、276、278號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,65000,1995/03/01,https://www.google.com/maps/place?q=新北市土城區裕民路274、276、278號,121.45224067537478,24.982246377
1531130105,仁安醫院,醫院,02 -22627088,新北市土城區中央路1段62．64號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,1999/04/21,https://www.google.com/maps/place?q=新北市土城區中央路1段62．64號,121.44484907537505,24.989588177
1531131139,元復醫院,醫院,02 -22661886,新北市土城區中央路2段318－324號1－4樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查","家醫科,內科,骨科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2007/01/08,https://www.google.com/maps/place?q=新北市土城區中央路2段318－324號1－4樓,121.43774237537451,24.97289317
1531131157,恩樺醫院,醫院,02 -22639955,新北市土城區中央路1段7－18號地下1樓、1樓、2樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,定量免疫法糞便潛血檢查","內科,兒科,復健科",,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午看診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午看診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,2016/11/01,https://www.google.com/maps/place?q=新北市土城區中央路1段7－18號地下1樓、1樓、2樓,121.40349625125839,24.965974382
1532021365,華揚醫院,醫院,03 -4577200,桃園市中壢區中北路二段316號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,婦產科,泌尿科,復健科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,泌尿外科:每個月第二週（週六）及第四週（週六）,68000,2013/10/16,https://www.google.com/maps/place?q=桃園市中壢區中北路二段316號,121.22737547537386,24.95312127
1532021374,長慎醫院,醫院,03 -4569779,桃園市中壢區中山東路二段525號1─2樓,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,眼科,神經科,復健科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,骨科週六門診於雙週看診,68000,2014/10/02,https://www.google.com/maps/place?q=桃園市中壢區中山東路二段525號1─2樓,121.24360557537376,24.94691927
